name_with_owner,url,stargazer_count,primary_language,created_at,age,last_push,time_since_last_push,disk_usage_kb,size_formatted,name
asciidoctor/asciidoctorj,https://github.com/asciidoctor/asciidoctorj,660,Java,2013-03-18T19:36:27Z,"12 anos, 5 meses",2025-09-10T17:07:35Z,0 dias,4858,4.7 MB,asciidoctorj
la-team/light-admin,https://github.com/la-team/light-admin,659,Java,2012-07-29T21:21:10Z,"13 anos, 1 meses",2020-06-15T20:53:45Z,"5 anos, 2 meses",23829,23.3 MB,light-admin
lewky/seckill,https://github.com/lewky/seckill,652,Java,2017-10-07T04:31:29Z,"7 anos, 11 meses",2022-12-16T05:51:20Z,"2 anos, 8 meses",76,76 KB,seckill
akshay2211/Oblique,https://github.com/akshay2211/Oblique,648,Java,2017-03-21T15:05:08Z,"8 anos, 5 meses",2023-01-17T16:58:13Z,"2 anos, 7 meses",39942,39.0 MB,Oblique
SAML-Toolkits/java-saml,https://github.com/SAML-Toolkits/java-saml,648,Java,2011-03-22T20:26:02Z,"14 anos, 5 meses",2024-06-20T09:17:32Z,"1 anos, 2 meses",2093,2.0 MB,java-saml
danielwegener/logback-kafka-appender,https://github.com/danielwegener/logback-kafka-appender,648,Java,2015-02-11T19:10:14Z,"10 anos, 7 meses",2022-05-27T06:53:02Z,"3 anos, 3 meses",255,255 KB,logback-kafka-appender
redis/redis-om-spring,https://github.com/redis/redis-om-spring,641,Java,2021-10-29T04:36:55Z,"3 anos, 10 meses",2025-09-10T23:17:50Z,0 dias,15022,14.7 MB,redis-om-spring
ESAPI/esapi-java-legacy,https://github.com/ESAPI/esapi-java-legacy,641,Java,2014-09-10T02:12:29Z,"11 anos, 0 meses",2025-07-03T03:15:53Z,"2 meses, 9 dias",56688,55.4 MB,esapi-java-legacy
in28minutes/full-stack-with-react-and-spring-boot,https://github.com/in28minutes/full-stack-with-react-and-spring-boot,640,Java,2019-03-07T16:11:10Z,"6 anos, 6 meses",2023-03-03T10:03:31Z,"2 anos, 6 meses",27499,26.9 MB,full-stack-with-react-and-spring-boot
pmiaowu/HostCollision,https://github.com/pmiaowu/HostCollision,640,Java,2021-10-15T16:14:57Z,"3 anos, 11 meses",2024-06-13T03:13:45Z,"1 anos, 2 meses",2391,2.3 MB,HostCollision
spring-guides/gs-spring-boot-docker,https://github.com/spring-guides/gs-spring-boot-docker,637,Java,2015-04-01T08:57:10Z,"10 anos, 5 meses",2025-02-24T21:41:39Z,"6 meses, 18 dias",738,738 KB,gs-spring-boot-docker
dibbhatt/kafka-spark-consumer,https://github.com/dibbhatt/kafka-spark-consumer,633,Java,2014-08-02T11:16:45Z,"11 anos, 1 meses",2022-02-26T15:07:39Z,"3 anos, 6 meses",350,350 KB,kafka-spark-consumer
stateIs0/exp,https://github.com/stateIs0/exp,633,Java,2023-08-09T10:44:41Z,"2 anos, 1 meses",2024-11-27T06:43:38Z,"9 meses, 17 dias",1409,1.4 MB,exp
verhas/License3j,https://github.com/verhas/License3j,631,Java,2012-08-30T15:53:02Z,"13 anos, 0 meses",2025-01-24T13:56:29Z,"7 meses, 19 dias",1857,1.8 MB,License3j
dynamitechetan/FogView_Library,https://github.com/dynamitechetan/FogView_Library,630,Java,2016-07-01T13:20:42Z,"9 anos, 2 meses",2016-08-09T05:44:20Z,"9 anos, 1 meses",1820,1.8 MB,FogView_Library
yeecode/ObjectLogger,https://github.com/yeecode/ObjectLogger,627,Java,2019-04-08T09:12:22Z,"6 anos, 5 meses",2023-04-17T19:45:21Z,"2 anos, 4 meses",109956,107.4 MB,ObjectLogger
larsga/Duke,https://github.com/larsga/Duke,624,Java,2014-02-02T17:17:38Z,"11 anos, 7 meses",2023-10-11T07:12:54Z,"1 anos, 11 meses",3546,3.5 MB,Duke
nats-io/nats.java,https://github.com/nats-io/nats.java,620,Java,2015-10-23T22:09:38Z,"9 anos, 10 meses",2025-09-10T23:18:39Z,0 dias,10807,10.6 MB,nats.java
apache/giraph,https://github.com/apache/giraph,619,Java,2011-08-28T07:00:33Z,"14 anos, 0 meses",2023-04-14T18:34:58Z,"2 anos, 5 meses",26962,26.3 MB,giraph
bit4woo/burp-api-drops,https://github.com/bit4woo/burp-api-drops,619,Java,2016-08-08T10:03:47Z,"9 anos, 1 meses",2021-08-08T15:52:49Z,"4 anos, 1 meses",4350,4.2 MB,burp-api-drops
easymock/objenesis,https://github.com/easymock/objenesis,616,Java,2013-07-16T16:08:53Z,"12 anos, 1 meses",2025-09-08T02:19:30Z,2 dias,4175,4.1 MB,objenesis
dropbox/dropbox-sdk-java,https://github.com/dropbox/dropbox-sdk-java,615,Java,2013-06-27T00:32:18Z,"12 anos, 2 meses",2025-04-18T19:06:14Z,"4 meses, 25 dias",112940,110.3 MB,dropbox-sdk-java
jflex-de/jflex,https://github.com/jflex-de/jflex,614,Java,2015-02-15T05:33:03Z,"10 anos, 7 meses",2025-01-01T22:25:36Z,"8 meses, 12 dias",23214,22.7 MB,jflex
wimdeblauwe/htmx-spring-boot,https://github.com/wimdeblauwe/htmx-spring-boot,614,Java,2022-05-02T19:02:52Z,"3 anos, 4 meses",2025-07-08T08:45:00Z,"2 meses, 4 dias",506,506 KB,htmx-spring-boot
biojava/biojava,https://github.com/biojava/biojava,613,Java,2013-04-03T16:27:17Z,"12 anos, 5 meses",2025-07-18T15:18:38Z,"1 meses, 24 dias",51126,49.9 MB,biojava
pig-mesh/excel-spring-boot-starter,https://github.com/pig-mesh/excel-spring-boot-starter,613,Java,2020-03-29T02:46:58Z,"5 anos, 5 meses",2025-08-08T06:13:20Z,"1 meses, 3 dias",347,347 KB,excel-spring-boot-starter
mohamed-taman/Springy-Store-Microservices,https://github.com/mohamed-taman/Springy-Store-Microservices,612,Java,2020-03-29T00:34:49Z,"5 anos, 5 meses",2024-03-08T13:01:31Z,"1 anos, 6 meses",1946,1.9 MB,Springy-Store-Microservices
yeokm1/docs-to-pdf-converter,https://github.com/yeokm1/docs-to-pdf-converter,606,Java,2013-11-27T12:46:40Z,"11 anos, 9 meses",2023-03-27T22:21:25Z,"2 anos, 5 meses",45491,44.4 MB,docs-to-pdf-converter
FasterXML/jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml,606,Java,2010-12-31T05:00:50Z,"14 anos, 8 meses",2025-09-09T00:22:24Z,1 dias,5604,5.5 MB,jackson-dataformat-xml
paoding-code/paoding-rose,https://github.com/paoding-code/paoding-rose,603,Java,2012-02-22T06:47:00Z,"13 anos, 6 meses",2019-03-22T04:55:14Z,"6 anos, 5 meses",1373,1.3 MB,paoding-rose
ArcadeData/arcadedb,https://github.com/ArcadeData/arcadedb,602,Java,2021-08-16T16:01:29Z,"4 anos, 0 meses",2025-09-10T22:27:53Z,0 dias,30462,29.7 MB,arcadedb
zaaach/TopRightMenu,https://github.com/zaaach/TopRightMenu,601,Java,2016-12-28T03:54:48Z,"8 anos, 8 meses",2021-11-17T09:03:00Z,"3 anos, 9 meses",2017,2.0 MB,TopRightMenu
dlsc-software-consulting-gmbh/PreferencesFX,https://github.com/dlsc-software-consulting-gmbh/PreferencesFX,594,Java,2018-04-04T08:19:16Z,"7 anos, 5 meses",2024-01-08T10:17:06Z,"1 anos, 8 meses",4719,4.6 MB,PreferencesFX
ywl5320/wlmusic,https://github.com/ywl5320/wlmusic,594,Java,2018-03-05T07:26:05Z,"7 anos, 6 meses",2020-01-13T02:20:39Z,"5 anos, 8 meses",92816,90.6 MB,wlmusic
spring-attic/spring-cloud-aws,https://github.com/spring-attic/spring-cloud-aws,590,Java,2014-10-27T14:30:09Z,"10 anos, 10 meses",2022-01-18T20:17:15Z,"3 anos, 7 meses",46934,45.8 MB,spring-cloud-aws
github/maven-plugins,https://github.com/github/maven-plugins,588,Java,2011-08-02T18:39:39Z,"14 anos, 1 meses",2023-09-26T19:42:45Z,"1 anos, 11 meses",1033,1.0 MB,maven-plugins
wucao/JDeploy,https://github.com/wucao/JDeploy,585,Java,2015-08-20T08:03:52Z,"10 anos, 0 meses",2022-12-16T07:25:14Z,"2 anos, 8 meses",145,145 KB,JDeploy
jeremyh/jBCrypt,https://github.com/jeremyh/jBCrypt,584,Java,2010-09-01T06:50:53Z,"15 anos, 0 meses",2020-11-23T16:04:37Z,"4 anos, 9 meses",18,18 KB,jBCrypt
TownyAdvanced/Towny,https://github.com/TownyAdvanced/Towny,582,Java,2014-12-04T05:21:02Z,"10 anos, 9 meses",2025-09-07T13:29:10Z,3 dias,150126,146.6 MB,Towny
google/s2-geometry-library-java,https://github.com/google/s2-geometry-library-java,576,Java,2015-09-25T18:53:24Z,"9 anos, 11 meses",2025-08-15T02:37:29Z,26 dias,3282,3.2 MB,s2-geometry-library-java
OCNYang/ContourView,https://github.com/OCNYang/ContourView,574,Java,2017-08-24T10:00:25Z,"8 anos, 0 meses",2023-02-21T01:48:43Z,"2 anos, 6 meses",185,185 KB,ContourView
davidB/scala-maven-plugin,https://github.com/davidB/scala-maven-plugin,571,Java,2008-05-31T21:02:12Z,"17 anos, 3 meses",2025-08-27T07:01:46Z,14 dias,6984,6.8 MB,scala-maven-plugin
akshay2211/MusicWave,https://github.com/akshay2211/MusicWave,570,Java,2017-05-04T02:35:42Z,"8 anos, 4 meses",2021-09-05T18:07:57Z,"4 anos, 0 meses",6492,6.3 MB,MusicWave
Ahoo-Wang/CosId,https://github.com/Ahoo-Wang/CosId,569,Java,2021-06-23T04:40:29Z,"4 anos, 2 meses",2025-09-08T21:51:53Z,2 dias,10787,10.5 MB,CosId
japgolly/svg-android,https://github.com/japgolly/svg-android,567,Java,2012-12-24T00:52:41Z,"12 anos, 8 meses",2016-12-02T12:38:41Z,"8 anos, 9 meses",1434,1.4 MB,svg-android
moditect/moditect,https://github.com/moditect/moditect,567,Java,2017-03-06T15:22:29Z,"8 anos, 6 meses",2025-07-20T09:41:55Z,"1 meses, 22 dias",6166,6.0 MB,moditect
spring-cloud/spring-cloud-zookeeper,https://github.com/spring-cloud/spring-cloud-zookeeper,565,Java,2015-01-28T21:34:09Z,"10 anos, 7 meses",2025-09-10T15:23:22Z,0 dias,31170,30.4 MB,spring-cloud-zookeeper
linkedin/venice,https://github.com/linkedin/venice,565,Java,2021-03-18T18:04:30Z,"4 anos, 5 meses",2025-09-10T22:32:19Z,0 dias,62249,60.8 MB,venice
sjr7/seckill,https://github.com/sjr7/seckill,565,Java,2017-05-22T10:30:32Z,"8 anos, 3 meses",2018-04-18T08:54:04Z,"7 anos, 4 meses",5609,5.5 MB,seckill
damianszczepanik/cucumber-reporting,https://github.com/damianszczepanik/cucumber-reporting,563,Java,2012-07-05T23:20:43Z,"13 anos, 2 meses",2025-09-07T07:20:01Z,3 dias,23777,23.2 MB,cucumber-reporting
oVirt/ovirt-engine,https://github.com/oVirt/ovirt-engine,563,Java,2012-10-26T11:48:34Z,"12 anos, 10 meses",2025-09-08T12:52:18Z,2 dias,337625,329.7 MB,ovirt-engine
lemire/javaewah,https://github.com/lemire/javaewah,562,Java,2010-10-04T18:49:09Z,"14 anos, 11 meses",2023-08-28T18:12:47Z,"2 anos, 0 meses",2377,2.3 MB,javaewah
iamMehedi/Secured-Preference-Store,https://github.com/iamMehedi/Secured-Preference-Store,562,Java,2016-08-21T16:39:04Z,"9 anos, 0 meses",2019-02-26T12:25:04Z,"6 anos, 6 meses",204,204 KB,Secured-Preference-Store
in28minutes/JavaWebApplicationStepByStep,https://github.com/in28minutes/JavaWebApplicationStepByStep,561,Java,2015-12-22T08:01:10Z,"9 anos, 8 meses",2024-08-01T21:14:52Z,"1 anos, 1 meses",60,60 KB,JavaWebApplicationStepByStep
fair-acc/chart-fx,https://github.com/fair-acc/chart-fx,561,Java,2019-05-07T12:13:31Z,"6 anos, 4 meses",2025-08-14T13:30:51Z,27 dias,24719,24.1 MB,chart-fx
cnescatlab/sonar-cnes-report,https://github.com/cnescatlab/sonar-cnes-report,561,Java,2018-01-04T16:43:16Z,"7 anos, 8 meses",2025-09-01T07:58:55Z,9 dias,4694,4.6 MB,sonar-cnes-report
spring-guides/getting-started-guides,https://github.com/spring-guides/getting-started-guides,560,Java,2013-10-28T20:59:08Z,"11 anos, 10 meses",2025-02-24T21:39:26Z,"6 meses, 18 dias",590,590 KB,getting-started-guides
dlsc-software-consulting-gmbh/GemsFX,https://github.com/dlsc-software-consulting-gmbh/GemsFX,557,Java,2019-09-10T15:30:17Z,"6 anos, 0 meses",2025-09-10T09:47:00Z,0 dias,35457,34.6 MB,GemsFX
TencentCloud/tencentcloud-sdk-java,https://github.com/TencentCloud/tencentcloud-sdk-java,557,Java,2018-04-17T02:58:16Z,"7 anos, 4 meses",2025-09-10T20:31:44Z,0 dias,167962,164.0 MB,tencentcloud-sdk-java
in28minutes/spring-web-services,https://github.com/in28minutes/spring-web-services,555,Java,2017-07-13T12:09:28Z,"8 anos, 2 meses",2025-02-04T05:37:36Z,"7 meses, 8 dias",2828,2.8 MB,spring-web-services
spring-guides/tut-rest,https://github.com/spring-guides/tut-rest,555,Java,2014-10-22T18:04:36Z,"10 anos, 10 meses",2025-02-24T21:42:34Z,"6 meses, 18 dias",450,450 KB,tut-rest
Erudika/para,https://github.com/Erudika/para,554,Java,2014-03-09T22:31:26Z,"11 anos, 6 meses",2025-09-08T17:32:19Z,2 dias,6118,6.0 MB,para
fenixsoft/monolithic_arch_springboot,https://github.com/fenixsoft/monolithic_arch_springboot,554,Java,2020-03-16T16:03:10Z,"5 anos, 5 meses",2024-07-04T07:20:37Z,"1 anos, 2 meses",6422,6.3 MB,monolithic_arch_springboot
stefanbirkner/system-rules,https://github.com/stefanbirkner/system-rules,552,Java,2011-11-29T22:07:23Z,"13 anos, 9 meses",2023-04-14T11:08:27Z,"2 anos, 5 meses",1663,1.6 MB,system-rules
fast-pack/JavaFastPFOR,https://github.com/fast-pack/JavaFastPFOR,552,Java,2012-07-06T21:05:45Z,"13 anos, 2 meses",2024-06-19T14:45:55Z,"1 anos, 2 meses",3157,3.1 MB,JavaFastPFOR
ipfs-shipyard/java-ipfs-http-client,https://github.com/ipfs-shipyard/java-ipfs-http-client,551,Java,2015-08-31T15:09:30Z,"10 anos, 0 meses",2025-08-25T15:58:55Z,16 dias,1479,1.4 MB,java-ipfs-http-client
patrickfav/bcrypt,https://github.com/patrickfav/bcrypt,550,Java,2018-07-05T20:48:48Z,"7 anos, 2 meses",2025-03-30T08:03:45Z,"5 meses, 14 dias",2405,2.3 MB,bcrypt
eclipse-kura/kura,https://github.com/eclipse-kura/kura,547,Java,2013-12-16T21:07:20Z,"11 anos, 9 meses",2025-09-10T15:33:44Z,0 dias,433531,423.4 MB,kura
MilkBowl/Vault,https://github.com/MilkBowl/Vault,545,Java,2011-06-24T06:53:08Z,"14 anos, 2 meses",2024-03-10T13:12:47Z,"1 anos, 6 meses",115106,112.4 MB,Vault
minbox-projects/api-boot,https://github.com/minbox-projects/api-boot,544,Java,2019-03-19T09:17:17Z,"6 anos, 5 meses",2024-08-27T01:33:04Z,"1 anos, 0 meses",2218,2.2 MB,api-boot
knowitall/reverb,https://github.com/knowitall/reverb,544,Java,2011-12-20T00:21:08Z,"13 anos, 8 meses",2019-03-06T15:57:35Z,"6 anos, 6 meses",11891,11.6 MB,reverb
javadev/underscore-java,https://github.com/javadev/underscore-java,544,Java,2014-03-30T07:04:37Z,"11 anos, 5 meses",2025-09-08T03:01:07Z,2 dias,9906,9.7 MB,underscore-java
kongzue/StackLabel,https://github.com/kongzue/StackLabel,542,Java,2018-10-24T15:05:51Z,"6 anos, 10 meses",2022-12-23T04:34:52Z,"2 anos, 8 meses",193,193 KB,StackLabel
Harries/springboot-demo,https://github.com/Harries/springboot-demo,542,Java,2023-12-01T07:13:12Z,"1 anos, 9 meses",2025-08-14T05:32:21Z,27 dias,368419,359.8 MB,springboot-demo
spring-petclinic/spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest,535,Java,2016-11-18T19:08:05Z,"8 anos, 9 meses",2025-08-16T08:23:27Z,25 dias,7107,6.9 MB,spring-petclinic-rest
spring-attic/spring-cloud-security,https://github.com/spring-attic/spring-cloud-security,534,Java,2014-09-23T10:47:51Z,"10 anos, 11 meses",2022-04-04T18:56:33Z,"3 anos, 5 meses",2798,2.7 MB,spring-cloud-security
finmath/finmath-lib,https://github.com/finmath/finmath-lib,532,Java,2013-03-17T10:00:22Z,"12 anos, 6 meses",2025-07-12T00:57:53Z,"2 meses, 0 dias",233544,228.1 MB,finmath-lib
Hive2Hive/Hive2Hive,https://github.com/Hive2Hive/Hive2Hive,532,Java,2013-10-15T13:22:12Z,"11 anos, 11 meses",2021-08-13T15:29:24Z,"4 anos, 0 meses",10370,10.1 MB,Hive2Hive
christophknabe/spring-ddd-bank,https://github.com/christophknabe/spring-ddd-bank,531,Java,2017-03-08T15:26:38Z,"8 anos, 6 meses",2022-07-17T08:16:03Z,"3 anos, 1 meses",420,420 KB,spring-ddd-bank
fengdongdongwsn/PdfTool,https://github.com/fengdongdongwsn/PdfTool,530,Java,2020-06-15T14:04:27Z,"5 anos, 2 meses",2022-08-29T08:24:54Z,"3 anos, 0 meses",51230,50.0 MB,PdfTool
wxpusher/wxpusher-sdk-java,https://github.com/wxpusher/wxpusher-sdk-java,528,Java,2020-01-19T01:06:28Z,"5 anos, 7 meses",2025-04-13T06:22:13Z,"5 meses, 0 dias",111,111 KB,wxpusher-sdk-java
memo012/ac-blog,https://github.com/memo012/ac-blog,526,Java,2019-08-20T07:49:16Z,"6 anos, 0 meses",2025-07-12T01:42:39Z,"2 meses, 0 dias",4017,3.9 MB,ac-blog
ifeilong/feilong-core,https://github.com/ifeilong/feilong-core,525,Java,2015-05-25T04:11:34Z,"10 anos, 3 meses",2021-08-20T05:50:31Z,"4 anos, 0 meses",5105,5.0 MB,feilong-core
sjsdfg/dl4j-tutorials,https://github.com/sjsdfg/dl4j-tutorials,523,Java,2017-12-27T03:09:53Z,"7 anos, 8 meses",2023-12-05T22:17:21Z,"1 anos, 9 meses",30529,29.8 MB,dl4j-tutorials
mikeroyal/AWS-Guide,https://github.com/mikeroyal/AWS-Guide,522,Java,2021-04-11T21:07:16Z,"4 anos, 5 meses",2024-01-04T22:48:32Z,"1 anos, 8 meses",1464,1.4 MB,AWS-Guide
jjenkov/javafx-examples,https://github.com/jjenkov/javafx-examples,521,Java,2020-10-21T10:37:31Z,"4 anos, 10 meses",2024-07-22T04:41:32Z,"1 anos, 1 meses",3367,3.3 MB,javafx-examples
TyCoding/springboot-seckill,https://github.com/TyCoding/springboot-seckill,520,Java,2018-10-11T09:56:27Z,"6 anos, 11 meses",2021-01-05T08:21:36Z,"4 anos, 8 meses",2054,2.0 MB,springboot-seckill
Cosium/spring-data-jpa-entity-graph,https://github.com/Cosium/spring-data-jpa-entity-graph,520,Java,2016-11-22T16:27:12Z,"8 anos, 9 meses",2025-08-18T12:23:08Z,23 dias,629,629 KB,spring-data-jpa-entity-graph
f4b6a3/tsid-creator,https://github.com/f4b6a3/tsid-creator,517,Java,2020-03-14T23:31:21Z,"5 anos, 6 meses",2025-03-30T18:52:31Z,"5 meses, 14 dias",385,385 KB,tsid-creator
forcedotcom/dataloader,https://github.com/forcedotcom/dataloader,516,Java,2010-11-04T17:39:34Z,"14 anos, 10 meses",2025-09-02T15:33:16Z,8 dias,235606,230.1 MB,dataloader
locationtech/geowave,https://github.com/locationtech/geowave,513,Java,2014-06-03T15:39:29Z,"11 anos, 3 meses",2025-09-10T11:58:16Z,0 dias,981626,958.6 MB,geowave
smartyuge/SuperIndicator,https://github.com/smartyuge/SuperIndicator,511,Java,2016-08-26T02:26:06Z,"9 anos, 0 meses",2017-04-12T12:13:45Z,"8 anos, 5 meses",13665,13.3 MB,SuperIndicator
vdmeer/asciitable,https://github.com/vdmeer/asciitable,511,Java,2014-12-10T20:03:46Z,"10 anos, 9 meses",2024-04-09T16:34:38Z,"1 anos, 5 meses",874,874 KB,asciitable
sialcasa/mvvmFX,https://github.com/sialcasa/mvvmFX,510,Java,2013-09-17T18:16:16Z,"11 anos, 12 meses",2023-07-04T07:05:18Z,"2 anos, 2 meses",5554,5.4 MB,mvvmFX
twilio/twilio-java,https://github.com/twilio/twilio-java,510,Java,2009-09-15T06:04:28Z,"15 anos, 12 meses",2025-09-10T13:28:07Z,0 dias,44511,43.5 MB,twilio-java
matthiaskaiser/jmet,https://github.com/matthiaskaiser/jmet,508,Java,2016-07-22T14:51:02Z,"9 anos, 1 meses",2022-07-06T20:04:00Z,"3 anos, 2 meses",52,52 KB,jmet
eventeum/eventeum,https://github.com/eventeum/eventeum,507,Java,2018-03-26T14:52:18Z,"7 anos, 5 meses",2024-08-19T14:08:41Z,"1 anos, 0 meses",1152,1.1 MB,eventeum
aleksandr-m/gitflow-maven-plugin,https://github.com/aleksandr-m/gitflow-maven-plugin,504,Java,2014-04-29T18:35:29Z,"11 anos, 4 meses",2024-06-21T13:02:44Z,"1 anos, 2 meses",1753,1.7 MB,gitflow-maven-plugin
wpcfan/spring-boot-tut,https://github.com/wpcfan/spring-boot-tut,504,Java,2017-01-24T03:56:51Z,"8 anos, 7 meses",2017-11-03T05:33:59Z,"7 anos, 10 meses",6050,5.9 MB,spring-boot-tut
liuguangqiang/CookieBar,https://github.com/liuguangqiang/CookieBar,503,Java,2017-03-03T13:39:51Z,"8 anos, 6 meses",2020-04-08T03:02:56Z,"5 anos, 5 meses",426,426 KB,CookieBar
mongobee/mongobee,https://github.com/mongobee/mongobee,503,Java,2014-07-26T08:05:45Z,"11 anos, 1 meses",2022-12-16T01:14:55Z,"2 anos, 8 meses",470,470 KB,mongobee
373675032/smart-medicine,https://github.com/373675032/smart-medicine,502,Java,2023-12-16T11:16:11Z,"1 anos, 8 meses",2025-04-11T07:48:44Z,"5 meses, 2 dias",6386,6.2 MB,smart-medicine
refactorfirst/RefactorFirst,https://github.com/refactorfirst/RefactorFirst,500,Java,2020-10-01T13:48:21Z,"4 anos, 11 meses",2025-09-09T12:37:24Z,1 dias,1372,1.3 MB,RefactorFirst
CeON/CERMINE,https://github.com/CeON/CERMINE,500,Java,2012-10-08T10:56:14Z,"12 anos, 11 meses",2022-06-30T20:12:51Z,"3 anos, 2 meses",244653,238.9 MB,CERMINE
Karumi/HeaderRecyclerView,https://github.com/Karumi/HeaderRecyclerView,500,Java,2015-05-19T13:09:08Z,"10 anos, 3 meses",2016-02-11T09:22:08Z,"9 anos, 7 meses",9182,9.0 MB,HeaderRecyclerView
awslabs/amazon-dynamodb-lock-client,https://github.com/awslabs/amazon-dynamodb-lock-client,500,Java,2017-04-12T18:27:48Z,"8 anos, 5 meses",2025-07-28T09:03:50Z,"1 meses, 14 dias",249,249 KB,amazon-dynamodb-lock-client
wayn111/newbee-mall-pro,https://github.com/wayn111/newbee-mall-pro,499,Java,2020-03-19T03:17:32Z,"5 anos, 5 meses",2024-10-03T17:07:46Z,"11 meses, 12 dias",73534,71.8 MB,newbee-mall-pro
yandex-qatools/postgresql-embedded,https://github.com/yandex-qatools/postgresql-embedded,496,Java,2014-11-22T02:08:15Z,"10 anos, 9 meses",2020-01-07T13:18:54Z,"5 anos, 8 meses",311,311 KB,postgresql-embedded
dlsc-software-consulting-gmbh/WorkbenchFX,https://github.com/dlsc-software-consulting-gmbh/WorkbenchFX,496,Java,2018-09-12T13:00:41Z,"7 anos, 0 meses",2023-09-05T11:25:10Z,"2 anos, 0 meses",58776,57.4 MB,WorkbenchFX
GenshenWang/DubboDemo,https://github.com/GenshenWang/DubboDemo,494,Java,2017-04-17T10:25:21Z,"8 anos, 4 meses",2017-04-17T10:27:50Z,"8 anos, 4 meses",992,992 KB,DubboDemo
p2-inc/keycloak-orgs,https://github.com/p2-inc/keycloak-orgs,494,Java,2022-03-21T15:46:35Z,"3 anos, 5 meses",2025-08-21T18:23:00Z,20 dias,3177,3.1 MB,keycloak-orgs
Typhon0/AnimateFX,https://github.com/Typhon0/AnimateFX,492,Java,2017-11-07T08:15:04Z,"7 anos, 10 meses",2024-06-08T11:54:10Z,"1 anos, 3 meses",18245,17.8 MB,AnimateFX
linux-china/chatgpt-spring-boot-starter,https://github.com/linux-china/chatgpt-spring-boot-starter,491,Java,2023-06-17T10:28:13Z,"2 anos, 2 meses",2025-02-19T07:00:25Z,"6 meses, 23 dias",434,434 KB,chatgpt-spring-boot-starter
saeedsh92/Banner-Slider,https://github.com/saeedsh92/Banner-Slider,489,Java,2016-12-04T12:33:46Z,"8 anos, 9 meses",2021-12-11T14:06:01Z,"3 anos, 9 meses",1498,1.5 MB,Banner-Slider
lankton/android-flowlayout,https://github.com/lankton/android-flowlayout,487,Java,2016-04-17T08:09:43Z,"9 anos, 4 meses",2017-03-30T02:53:10Z,"8 anos, 5 meses",364,364 KB,android-flowlayout
ethjava/web3j-sample,https://github.com/ethjava/web3j-sample,486,Java,2018-03-10T09:58:38Z,"7 anos, 6 meses",2018-11-09T02:05:29Z,"6 anos, 10 meses",54,54 KB,web3j-sample
GoogleCloudPlatform/spring-cloud-gcp,https://github.com/GoogleCloudPlatform/spring-cloud-gcp,486,Java,2020-04-22T18:19:22Z,"5 anos, 4 meses",2025-09-09T04:35:49Z,1 dias,46279,45.2 MB,spring-cloud-gcp
dekorateio/dekorate,https://github.com/dekorateio/dekorate,485,Java,2018-11-14T15:30:03Z,"6 anos, 10 meses",2025-08-27T16:28:47Z,14 dias,18737,18.3 MB,dekorate
anyrtcIO-Community/AR-RTMPC-Android,https://github.com/anyrtcIO-Community/AR-RTMPC-Android,483,Java,2016-08-01T10:03:41Z,"9 anos, 1 meses",2021-09-07T02:23:03Z,"4 anos, 0 meses",365527,357.0 MB,AR-RTMPC-Android
Karumi/Dividers,https://github.com/Karumi/Dividers,480,Java,2015-09-09T16:44:14Z,"10 anos, 0 meses",2018-05-03T21:01:45Z,"7 anos, 4 meses",8292,8.1 MB,Dividers
Multibit-Legacy/multibit,https://github.com/Multibit-Legacy/multibit,479,Java,2011-07-16T12:03:59Z,"14 anos, 2 meses",2023-06-26T04:07:40Z,"2 anos, 2 meses",148446,145.0 MB,multibit
learning-zone/spring-boot-basics,https://github.com/learning-zone/spring-boot-basics,478,Java,2019-03-08T03:33:49Z,"6 anos, 6 meses",2024-12-27T16:23:02Z,"8 meses, 17 dias",5567,5.4 MB,spring-boot-basics
CogComp/cogcomp-nlp,https://github.com/CogComp/cogcomp-nlp,478,Java,2015-10-18T04:11:16Z,"9 anos, 11 meses",2023-07-07T21:55:54Z,"2 anos, 2 meses",89668,87.6 MB,cogcomp-nlp
kalvinGit/kvf-admin,https://github.com/kalvinGit/kvf-admin,478,Java,2019-06-09T05:15:30Z,"6 anos, 3 meses",2023-02-22T07:48:31Z,"2 anos, 6 meses",10346,10.1 MB,kvf-admin
JingYeoh/VercodeEditText,https://github.com/JingYeoh/VercodeEditText,476,Java,2017-06-12T03:12:14Z,"8 anos, 3 meses",2018-11-01T03:18:14Z,"6 anos, 10 meses",1387,1.4 MB,VercodeEditText
TencentFemas/femas,https://github.com/TencentFemas/femas,475,Java,2022-02-22T06:17:57Z,"3 anos, 6 meses",2023-11-02T10:55:47Z,"1 anos, 10 meses",624519,609.9 MB,femas
lijiankun24/ShadowLayout,https://github.com/lijiankun24/ShadowLayout,474,Java,2017-08-11T14:29:32Z,"8 anos, 1 meses",2018-10-11T09:53:37Z,"6 anos, 11 meses",1926,1.9 MB,ShadowLayout
BelkaLab/Android-Toggle-Switch,https://github.com/BelkaLab/Android-Toggle-Switch,474,Java,2016-02-22T15:08:49Z,"9 anos, 6 meses",2019-05-02T15:31:04Z,"6 anos, 4 meses",890,890 KB,Android-Toggle-Switch
